# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,A1-nc.blast,B1-nc.blast,B2-nc.blast,B3-nc.blast,C1-nc.blast,C2-nc.blast,D1-nc.blast,D2-nc.blast,D3-nc.blast,E1-nc.blast,F1-nc.blast,F3-nc.blast,F4-nc.blast,G1-nc.blast,G2-nc.blast,G3-nc.blast,H1-nc.blast,I1-nc.blast,I2-nc.blast,I3-nc.blast,I4-nc.blast,I5-nc.blast,J1-nc.blast,J2-nc.blast,J3-nc.blast,J4-nc.blast,K1-nc.blast,K2-nc.blast,L1-nc.blast,L2-nc.blast,Lib1neg-nc.blast,Lib1pos-nc.blast,Lib2neg-nc.blast,Lib2pos-nc.blast,Lib3neg-nc.blast,Lib3pos-nc.blast,Lib4neg-nc.blast,Lib4pos-nc.blast,Lib5neg-nc.blast,Lib5pos-nc.blast,Lib6neg-nc.blast,Lib6pos-nc.blast,M1-nc.blast,M2-nc.blast,MT1-nc.blast,MT10-nc.blast,MT11-nc.blast,MT12-nc.blast,MT13-nc.blast,MT14-nc.blast,MT15-nc.blast,MT16-nc.blast,MT17-nc.blast,MT18-nc.blast,MT19-1-nc.blast,MT19-2-nc.blast,MT2-nc.blast,MT20-nc.blast,MT21-nc.blast,MT22-nc.blast,MT23-nc.blast,MT24-nc.blast,MT3-nc.blast,MT4-nc.blast,MT5-nc.blast,MT6-nc.blast,MT7-nc.blast,MT8-nc.blast,MT9-nc.blast,N1-nc.blast,O1-nc.blast,O2-nc.blast,O3-nc.blast,P1-nc.blast,P2-nc.blast,Q1-nc.blast,Q2-nc.blast,RH01-nc.blast,RH02-nc.blast,RH03-nc.blast,RH04-nc.blast,RH05-nc.blast,RH06-nc.blast,RH07-nc.blast,RH08-nc.blast,RH09-nc.blast,RH10-nc.blast,RH11-nc.blast,RO1-nc.blast,S1-nc.blast,TL100-nc.blast,TL101-nc.blast,TL102-nc.blast,TL103-nc.blast,TL104-nc.blast,TL105-nc.blast,TL106-nc.blast,TL107-nc.blast,TL108-nc.blast,TL109-nc.blast,TL110-nc.blast,TL111-nc.blast,TL112-nc.blast,TL113-nc.blast,TL114-nc.blast,TL115-nc.blast,TL116-nc.blast,TL117-nc.blast,TL118-nc.blast,TL119-nc.blast,TL120-nc.blast,TL121-nc.blast,TL122-nc.blast,TL123-nc.blast,TL124-nc.blast,TL125-nc.blast,TL126-nc.blast,TL127-nc.blast,TL128-nc.blast,TL129-nc.blast,TL130-nc.blast,TL131-nc.blast,TL132-nc.blast,TL133-nc.blast,TL134-nc.blast,TL135-nc.blast,TL136-nc.blast,TL137-nc.blast,TL139-nc.blast,TL89-nc.blast,TL90-nc.blast,TL91-nc.blast,TL92-nc.blast,TL93-nc.blast,TL94-nc.blast,TL95-nc.blast,TL96-nc.blast,TL97-nc.blast,TL98-nc.blast,TL99-nc.blast,toad1-nc.blast,toad10-nc.blast,toad11-nc.blast,toad12-nc.blast,toad2-nc.blast,toad3-nc.blast,toad4-nc.blast,toad5-nc.blast,toad6-nc.blast,toad7-nc.blast,toad8-nc.blast,toad9-nc.blast,taxomomy
f__Mustelidae,1418,43,53,0,10,0,59,15,41,132,14,0,54,14,46,12,15,19,34,17,17,907,3,40,3,10,0,77,250,0,0,0,0,0,0,0,0,0,0,0,0,0,51,300,6,15,6,9,9,16,28,93,4,0,188,0,43,26,112,88,9,40,19,14,31,133,88,19,10,14,290,3,0,4,0,3,15,1753,1634,26130,40,5,4,0,23,63,0,0,112,43,35,0,17,0,0,0,28,0,0,47,35,175,15,0,0,0,3,0,89,2081,869,8,0,6309,6150,0,2345,29,5472,10,27,34,5011,6,1046,3761,0,6,2297,16,0,160,8,0,3,10,60,57,158,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora', 'f__Mustelidae']"
f__Leporidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Lagomorpha', 'f__Leporidae']"
f__Cricetidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Rodentia', 'f__Cricetidae']"
f__Cervidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__unknown', 'f__Cervidae']"
f__Petromyzontidae,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__unknown', 'o__Petromyzontiformes', 'f__Petromyzontidae']"
o__Charadriiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Charadriiformes']"
o__Passeriformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,434,0,0,0,945,0,873,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves', 'o__Passeriformes']"
o__Carnivora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia', 'o__Carnivora']"
c__Actinopteri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri']"
c__Aves,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,369,272,0,458,652,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,69,950,397,3,213,0,0,0,0,0,0,0,0,45,551,0,4024,0,0,0,0,411,399,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4111,198,0,0,0,0,0,0,0,3,0,0,369,22,30026,7,0,0,3166,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Aves']"
c__Mammalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2656,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Mammalia']"
__unassigned,202,473,168,436,233,390,3739,5348,374,462,1059,15,181,41,76,62,12737,8611,1100,1233,130,209,213,1394,102,2235,0,1462,536,64,0,11,0,145,0,5,0,0,1399,46,4,3,644,543,33,420,868,3734,2153,6708,800,427,77,21,1591,19,1498,531,12808,307,96,174,1465,366,1205,1453,535,3615,2391,436,714,0,130,10733,53,64,43,4134,9,13,10023,282,268,20,596,229,4373,16,3575,603,869,448,1071,97,230,185,584,0,0,71,60,15090,11884,275,7650,64,412,90,1709,10,488,542,0,25570,29970,4509,212,158,97,3329,8044,777,563,0,2740,2973,0,10,63,1010,189,1268,384,1492,362,2610,525,215,821,225,92,115,228,110,525,504,98,34,26,354,25910,103,['__unassigned']
