# Constructed from biom file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#OTU ID,LIB01-Negative-P01-B4-nc.blast,LIB01-PS-Box01-T01-nc.blast,LIB01-PS-Box01-T02-nc.blast,LIB01-PS-Box01-T03-nc.blast,LIB01-PS-Box01-T04-nc.blast,LIB01-PS-Box01-T05-nc.blast,LIB01-PS-Box01-T06-nc.blast,LIB01-PS-Box01-T07-nc.blast,LIB01-PS-Box01-T08-nc.blast,LIB01-PS-Box01-T09-nc.blast,LIB01-PS-Box01-T10-nc.blast,LIB01-PS-Box01-T11-nc.blast,LIB01-PS-Box01-T12-nc.blast,LIB01-PS-Box02-T01-nc.blast,LIB01-PS-Box02-T02-nc.blast,LIB01-PS-Box02-T03-nc.blast,LIB01-PS-Box02-T04-nc.blast,LIB01-PS-Box02-T05-nc.blast,LIB01-PS-Box02-T06-nc.blast,LIB01-PS-Box02-T07-nc.blast,LIB01-PS-Box02-T08-nc.blast,LIB01-PS-Box02-T09-nc.blast,LIB01-PS-Box02-T10-nc.blast,LIB01-PS-Box02-T11-nc.blast,LIB01-PS-Box02-T12-nc.blast,LIB01-Positive-P01-A4-nc.blast,LIB02-TL01-nc.blast,LIB02-TL02-nc.blast,LIB02-TL03-nc.blast,LIB02-TL04-nc.blast,LIB02-TL05-nc.blast,LIB02-TL06-nc.blast,LIB02-TL07-nc.blast,LIB02-TL08-nc.blast,LIB02-TL09-nc.blast,LIB02-TL10-nc.blast,LIB02-TL11-nc.blast,LIB02-TL12-nc.blast,LIB02-TL13-nc.blast,LIB02-TL14-nc.blast,LIB02-TL15-nc.blast,LIB02-TL16-nc.blast,LIB02-TL17-nc.blast,LIB02-TL18-nc.blast,LIB02-TL20-nc.blast,LIB03-TL21-nc.blast,LIB03-TL23-nc.blast,LIB03-TL24-nc.blast,LIB03-TL25-nc.blast,LIB03-TL26-nc.blast,LIB03-TL27-nc.blast,LIB03-TL28-nc.blast,LIB03-TL29-nc.blast,LIB03-TL30-nc.blast,LIB03-TL31-nc.blast,LIB03-TL32-nc.blast,LIB03-TL33-nc.blast,LIB03-TL34-nc.blast,LIB03-TL35-nc.blast,LIB03-TL36-nc.blast,LIB03-TL38-nc.blast,LIB03-TL39-nc.blast,LIB03-TL40-nc.blast,LIB04-Negative-P02-D2-nc.blast,LIB04-Positive-P02-C2-nc.blast,LIB04-TL41-nc.blast,LIB04-TL42-nc.blast,LIB04-TL43-nc.blast,LIB04-TL44-nc.blast,LIB04-TL45-nc.blast,LIB04-TL46-nc.blast,LIB04-TL47-nc.blast,LIB04-TL49-nc.blast,LIB04-TL50-nc.blast,LIB04-TL51-nc.blast,LIB04-TL52-nc.blast,LIB04-TL53-nc.blast,LIB04-TL54-nc.blast,LIB04-TL55-nc.blast,LIB04-TL56-nc.blast,LIB04-TL57-nc.blast,LIB04-TL58-nc.blast,LIB04-TL59-nc.blast,LIB04-TL60-nc.blast,LIB05-Negative-P02-F4-nc.blast,LIB05-Positive-P02-E4-nc.blast,LIB05-TL19M-nc.blast,LIB05-TL19Q-nc.blast,LIB05-TL22M-nc.blast,LIB05-TL22Q-nc.blast,LIB05-TL37M-nc.blast,LIB05-TL37Q-nc.blast,LIB05-TL48M-nc.blast,LIB05-TL48Q-nc.blast,LIB05-TL61M-nc.blast,LIB05-TL61Q-nc.blast,LIB05-TL62M-nc.blast,LIB05-TL62Q-nc.blast,LIB05-TL63M-nc.blast,LIB05-TL63Q-nc.blast,LIB05-TL64M-nc.blast,LIB05-TL64Q-nc.blast,LIB06-MH-19-01-nc.blast,LIB06-MH-19-02-nc.blast,LIB06-MH-19-03-nc.blast,LIB06-MH-19-05-nc.blast,LIB06-MH-19-06-nc.blast,LIB06-MH-19-07-nc.blast,LIB06-MH-19-08-nc.blast,LIB06-MH-19-09-nc.blast,LIB06-MH-19-12-nc.blast,LIB06-MH-19-13-nc.blast,LIB06-MH-19-14-nc.blast,LIB06-MH-19-15-nc.blast,LIB06-MH-19-16-nc.blast,LIB06-MH-19-17-nc.blast,LIB06-MH-19-18-nc.blast,LIB06-MH-19-19-nc.blast,LIB07-01-07-nc.blast,LIB07-01-08-nc.blast,LIB07-01-09-nc.blast,LIB07-01-10-nc.blast,LIB07-01-11-nc.blast,LIB07-02-10-nc.blast,LIB07-Positive-P03-B4-nc.blast,taxomomy
Phoxinus_phoxinus,0,13,0,0,0,0,0,53,13,0,0,0,0,0,0,0,0,0,97,0,0,0,21,0,47,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,96,0,0,0,0,4,0,0,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Phoxinus', 's__Phoxinus_phoxinus']"
Rutilus_rutilus,0,6,5,2430,40,51,0,0,12,1671,0,59,138,0,0,0,0,0,0,0,485,0,6,508,4547,0,0,3,0,0,7,1349,9,18,1179,7,0,7069,3,0,0,317,0,5,0,0,4,6,0,0,335,1148,85,0,59,0,0,0,0,0,1126,0,0,0,0,41,11,855,218,150,2236,3925,994,242,1238,66,9,5722,1479,0,38,0,28,7,0,0,0,0,0,0,2597,1954,15,15,0,0,0,0,63,109,43,37,0,5529,0,0,0,471,369,104,0,2163,2677,0,282,1847,449,10247,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Rutilus', 's__Rutilus_rutilus']"
Scardinius_erythrophthalmus,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,62,0,0,0,16605,0,4,0,0,0,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Scardinius', 's__Scardinius_erythrophthalmus']"
Squalius_cephalus,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Squalius', 's__Squalius_cephalus']"
Tinca_tinca,4,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,82,0,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Cyprinidae', 'g__Tinca', 's__Tinca_tinca']"
Barbatula_barbatula,4,424,10,183,25,18,0,7962,14223,3023,382,4,10,0,0,0,0,22,45,580,299,793,308,1984,4,10,8,21,2095,0,41,4461,87,0,4008,7,5,46,14396,4,0,590,73,0,367,3965,51,3,138,85,653,12,2876,0,8,222,67,154,866,0,120,538,3043,28,6,3891,0,126,429,16,375,5117,1657,482,246,54,230,896,1061,779,91,77,7,13,0,32,4824,417,3139,1784,1455,1024,726,250,33,23,20,5,3453,2632,6376,2948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Cypriniformes', 'f__Nemacheilidae', 'g__Barbatula', 's__Barbatula_barbatula']"
Esox_lucius,306,6,9677,14,65,4087,59206,15,45,0,0,0,0,0,0,4060,2707,0,70,3,4,34,68,10,6,22,0,0,1237,0,0,55,7,0,0,0,0,0,46,0,0,0,17,0,82,4981,0,27857,0,12,0,42,0,1482,1666,0,0,0,0,0,39,61,0,0,0,0,0,0,0,0,27,0,0,0,1453,0,0,0,0,0,0,0,0,0,0,0,947,334,0,0,0,0,0,0,53,26,7,0,0,0,0,0,552,0,0,0,689,0,152,81,0,1295,1166,0,48,75,30,518,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Esociformes', 'f__Esocidae', 'g__Esox', 's__Esox_lucius']"
Umbra_pygmaea,5,0,0,42,0,12,5,0,0,0,0,0,0,0,0,25,10,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Esociformes', 'f__Umbridae', 'g__Umbra', 's__Umbra_pygmaea']"
Lota_lota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,1863,639,0,0,0,176,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Gadiformes', 'f__Lotidae', 'g__Lota', 's__Lota_lota']"
Osmerus_eperlanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13533,2397,0,183,1657,294,1510,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Osmeriformes', 'f__Osmeridae', 'g__Osmerus', 's__Osmerus_eperlanus']"
Cottus_gobio,720,114,183,227,2108,1478,18,26727,46515,16101,20227,0,0,0,20,13,19,18691,17481,10642,3847,22221,19495,751,133,720,100,10,8838,9,457,2157,37,4017,16036,12,262,358,8542,0,200,6792,127189,3,27868,19158,997,7,0,23194,10547,14,8037,0,86,13645,52,2547,5788,0,563,29074,37717,37,6,11193,0,7950,13,0,18,31,1027,206,434,154,119,321,15802,9958,4,91,0,0,0,160,1391,662,25048,11109,211,14,280,5,3208,1688,1968,773,4847,2253,11211,3818,0,0,0,0,0,0,36,798,0,0,197,0,0,0,0,2802,14,63,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Cottidae', 'g__Cottus', 's__Cottus_gobio']"
Gasterosteus_aculeatus,1416,4583,151,43407,7724,112,24259,859,199,22352,14306,21,27,72,157,67,4664,306,435,38862,29984,66437,38744,18111,35218,464,105,37,3,385,993,4889,0,4,23079,4266,16,7842,5582,59,3,155,418,894,143,102,65,5345,10840,1839,1708,14811,17917,73,167,5077,333,1201,4605,955,15724,985,2136,124,26,14379,561,18493,23386,13224,10322,22396,8674,2732,6744,2159,5169,9757,6530,47,261,7530,9,30,0,107,8859,3735,93,6,23141,17286,3968,2351,1250,370,2772,557,3590,2434,303,102,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Gasterosteidae', 'g__Gasterosteus', 's__Gasterosteus_aculeatus']"
Pungitius_pungitius,51,17164,0,156,328,0,666,58,129,1106,25,0,0,0,0,108,54,16,0,2050,2054,3814,1343,7523,877,21,0,7,0,244,3,90,44,0,11,1376,106,50,595,143,0,0,308,4,0,28,17,123,7,0,9,14,8064,80,3,102,626,2585,12205,2786,1022,57,734,54,0,1326,1062,17,3178,62,796,34,523,3785,43,193,5345,183,236,22,182,9837,0,3,0,110,12687,8839,15,3,774,550,12361,7468,133,72,12,0,62,37,902,316,0,0,0,154487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Gasterosteidae', 'g__Pungitius', 's__Pungitius_pungitius']"
Gymnocephalus_cernua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,346,0,44,1192,0,17,6,598,0,100,288,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Perciformes', 'f__Percidae', 'g__Gymnocephalus', 's__Gymnocephalus_cernua']"
Platichthys_flesus,0,462,0,0,0,0,0,0,0,0,13531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,52,0,65,0,5555,0,6781,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,2116,0,0,0,17,0,1043,0,0,0,0,0,0,19,0,13,0,2906,1966,649,255,858,343,604,300,63,27,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Pleuronectiformes', 'f__Pleuronectidae', 'g__Platichthys', 's__Platichthys_flesus']"
Coregonus_lavaretus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,"['sk__Eukaryota', 'k__Metazoa', 'p__Chordata', 'c__Actinopteri', 'o__Salmoniformes', 'f__Salmonidae', 'g__Coregonus', 's__Coregonus_lavaretus']"
